id,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,host_response_rate,instant_bookable,last_review,latitude,longitude,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
8194908,House,Private room,1,1,Real Bed,flexible,TRUE,LA,t,t,0%,f,,34.16312496,-118.3549875,0,NA,91505,1,1,100
13892310,Condominium,Entire home/apt,2,1,Real Bed,strict,FALSE,LA,t,t,,f,,34.18521172,-118.4330913,0,NA,91401,2,2,80
10710046,Apartment,Private room,2,1,Real Bed,moderate,FALSE,LA,t,f,100%,t,,34.14997238,-118.3649573,0,NA,91602,1,1,70
16517696,Apartment,Private room,3,1,Real Bed,strict,TRUE,LA,t,f,100%,t,4/1/17,33.79041926,-118.1381213,4,100,90815,1,1,56
20936293,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,t,9/21/17,40.72846449,-73.9500935,18,93,11222,1,1,58
11907960,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/26/17,40.7382446,-73.95370026,2,90,11222,1,1,99
7761523,House,Private room,2,2,Real Bed,strict,TRUE,DC,t,t,,f,8/1/16,38.90774879,-77.02936206,8,98,20005,1,1,75
16767799,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,t,,t,,40.80285608,-73.96560551,0,NA,10003,1,1,55
13208065,Apartment,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,t,88%,f,10/7/15,40.76615454,-73.91325308,2,90,11103,1,1,79
8762307,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/5/17,40.72634887,-73.97750527,1,100,10009,1,1,250
7418871,Apartment,Entire home/apt,1,1,Real Bed,flexible,FALSE,SF,t,t,,f,3/4/16,37.76178734,-122.3901492,1,100,94107,0,1,290
8992390,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,LA,t,t,,f,5/28/16,33.99049006,-118.4739277,4,85,90291,1,1,120
17865652,House,Private room,1,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/5/17,40.68517204,-73.93473343,67,89,11233,1,1,65
15397120,Apartment,Entire home/apt,2,1,Real Bed,strict,FALSE,LA,t,t,100%,f,4/16/17,34.02883467,-118.4430799,14,97,,1,2,120
13982791,House,Private room,4,1,Airbed,flexible,TRUE,Chicago,t,t,100%,t,10/23/16,41.94194464,-87.74938244,21,100,60641,1,1,60
7967982,Condominium,Private room,1,1,Real Bed,strict,TRUE,LA,t,f,100%,f,3/25/17,34.04446056,-118.2622722,4,95,90015,1,1,105
8014298,House,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,t,100%,f,4/2/17,33.99501289,-118.4641216,8,93,90291,1,1,125
9936812,Condominium,Entire home/apt,4,1,Real Bed,moderate,TRUE,Boston,t,f,100%,t,9/29/17,42.29067847,-71.15293124,26,92,2132,2,2,108
4777723,House,Entire home/apt,4,1,Real Bed,flexible,TRUE,LA,t,t,100%,f,3/9/17,34.09804036,-118.3212996,52,92,90028,1,2,150
12604187,House,Private room,2,1,Real Bed,flexible,FALSE,LA,t,f,100%,t,,33.92393079,-118.093169,0,NA,90650,1,1,68
15163837,Condominium,Private room,2,1,Real Bed,strict,TRUE,Boston,t,t,100%,t,9/15/17,42.32979877,-71.0538611,19,99,2127,1,1,108
4016268,Apartment,Private room,3,2,Real Bed,flexible,TRUE,NYC,t,t,100%,t,,40.81225435,-73.9519718,0,NA,10027,1,3,64
15745411,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,t,100%,f,9/26/17,40.75578325,-73.99522702,13,100,10018,1,1,146
8053787,Apartment,Shared room,3,1,Real Bed,flexible,TRUE,LA,t,t,100%,f,11/1/15,34.09551501,-118.324687,6,100,90028,1,2,55
15045004,Apartment,Entire home/apt,4,1,Real Bed,super_strict_30,TRUE,Boston,t,t,100%,t,9/17/17,42.34709173,-71.07430619,33,94,2116,1,2,195
7797744,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,NYC,t,t,75%,f,9/22/16,40.8194884,-73.95675613,4,95,10031,1,1,100
17903549,Condominium,Private room,2,1,Real Bed,moderate,TRUE,LA,t,f,100%,f,4/30/17,34.05564399,-118.3490266,6,97,90019,0,1,80
18376245,Apartment,Private room,3,1,Real Bed,moderate,TRUE,DC,t,t,90%,f,5/3/17,38.90646016,-76.98899113,19,96,20002,1,2,59
15241950,House,Private room,1,1.5,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/30/17,40.62316992,-74.07545387,35,91,10304,1,1,35
8117209,Apartment,Private room,2,1,Real Bed,flexible,TRUE,LA,t,f,100%,t,4/30/17,33.77059508,-118.139315,3,100,90814,1,1,80
10860523,House,Entire home/apt,4,1,Real Bed,moderate,TRUE,LA,t,t,100%,f,2/21/17,34.01030313,-118.4712041,11,96,90405,1,1,250
7711161,Apartment,Private room,2,2,Real Bed,strict,TRUE,NYC,t,t,80%,f,8/31/17,40.65650898,-73.95747874,21,92,11225,1,1,40
1891798,House,Private room,1,1,Real Bed,flexible,TRUE,LA,t,t,,f,10/30/16,33.87551307,-118.3836456,4,87,90266,1,1,40
9878861,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,f,,f,,40.68157066,-73.92023481,0,NA,11233,1,1,75
14152775,House,Entire home/apt,4,1,Real Bed,flexible,TRUE,LA,t,t,100%,f,3/14/17,34.11006048,-118.2193314,6,97,90065,2,2,145
15942953,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/13/17,40.71535586,-73.96056808,132,94,11211,1,1,135
7331388,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/14/17,40.71625834,-73.95984018,97,92,11249,1,1,120
7807401,House,Entire home/apt,6,2.5,Real Bed,strict,TRUE,LA,t,t,96%,f,,33.98441472,-118.4592708,0,NA,90291,3,3,500
55470,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,t,100%,f,9/27/17,40.67826029,-73.95946884,12,97,11238,1,1,40
10413990,Apartment,Entire home/apt,5,1,Real Bed,flexible,FALSE,SF,t,t,,f,,37.80119431,-122.417984,0,NA,94133,1,1,250
15240891,Apartment,Private room,4,1,Real Bed,flexible,TRUE,LA,t,f,100%,t,5/1/17,33.99501337,-118.4263069,3,80,90066,1,4,45
19362485,House,Private room,2,2,Real Bed,strict,TRUE,LA,t,t,100%,t,4/17/17,34.03803977,-118.2798124,116,98,90007,1,1,69
14359793,Condominium,Entire home/apt,4,1,Real Bed,flexible,TRUE,SF,t,f,,f,7/14/16,37.76640983,-122.4488569,1,NA,94117,2,2,111
19379952,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,DC,t,t,74%,f,4/17/17,38.92094229,-77.03357055,53,91,20009,1,1,95
20516112,Condominium,Entire home/apt,5,2,Real Bed,flexible,FALSE,SF,t,t,,f,,37.7819048,-122.3914957,0,NA,94107,2,2,179
17210424,Apartment,Private room,1,1,Real Bed,flexible,FALSE,SF,t,f,,t,,37.79692232,-122.4284848,0,NA,94123,1,1,200
52757,Loft,Entire home/apt,4,1,Real Bed,flexible,TRUE,LA,t,t,100%,f,10/17/16,34.04846606,-118.3178625,14,94,90019,0,3,150
6953706,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,t,,f,1/5/17,40.73115945,-73.95907357,7,100,11222,1,1,105
13379682,Apartment,Entire home/apt,2,1,Real Bed,strict,FALSE,LA,t,t,,f,,34.04958713,-118.2743349,0,NA,90015,1,1,98
16561123,Loft,Shared room,1,1,Real Bed,moderate,TRUE,SF,t,f,100%,t,9/24/17,37.78594,-122.3940883,122,96,94105,1,1,90
10020418,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,Chicago,t,f,72%,f,4/27/17,41.88703012,-87.62094369,7,93,60601,1,3,250
16884027,House,Private room,2,1,Real Bed,strict,TRUE,Chicago,t,f,94%,f,,41.8271166,-87.62992965,0,NA,60609,1,1,55
18061341,Townhouse,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,f,,t,,40.73031089,-73.8689562,0,NA,11374,1,1,150
14185264,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,f,100%,f,8/3/17,40.87664612,-73.90855001,12,97,10463,2,3,132
5095390,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,NYC,t,t,,f,7/25/16,40.71233098,-73.94806383,6,100,11211,1,1,200
13749278,House,Entire home/apt,6,2,Real Bed,moderate,TRUE,SF,t,f,100%,f,9/25/17,37.78092281,-122.4688075,6,100,94118,2,4,225
20567712,Apartment,Entire home/apt,2,1,Real Bed,strict,FALSE,NYC,t,t,90%,f,,40.78589758,-73.97383199,0,NA,10024,0,1,225
18288453,Apartment,Shared room,1,1,Real Bed,flexible,TRUE,Boston,t,t,100%,t,10/2/17,42.33533961,-71.05405387,3,87,2127,1,1,49
15826421,Condominium,Entire home/apt,8,3.5,Real Bed,strict,FALSE,NYC,t,t,100%,f,8/24/17,40.76347582,-73.95884454,13,96,10065,3,4,713
32023,Apartment,Entire home/apt,5,1,Real Bed,moderate,TRUE,Chicago,t,t,100%,f,4/30/17,41.92981421,-87.69851428,43,96,60647,2,3,89
11903376,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,t,99%,t,10/27/16,34.08957455,-118.3704381,93,95,90069,0,1,125
8665205,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,NYC,t,t,100%,f,9/16/17,40.73020653,-73.84910935,18,94,11375,0,1,126
16281547,Apartment,Entire home/apt,2,1,Real Bed,moderate,FALSE,Chicago,t,t,100%,f,,41.94237025,-87.6408994,0,NA,60657,1,1,70
5281291,Apartment,Shared room,1,1,Real Bed,strict,FALSE,NYC,t,t,100%,f,9/10/17,40.81088839,-73.91078221,4,65,10451,1,1,60
16781160,Apartment,Entire home/apt,6,1,Real Bed,moderate,TRUE,LA,t,t,100%,t,4/18/17,34.04974333,-118.2649866,21,93,90017,2,3,199
2019877,Apartment,Entire home/apt,16,1,Real Bed,moderate,FALSE,Chicago,t,f,88%,t,5/7/17,41.85918685,-87.65971747,5,64,60608,4,6,200
916514,Townhouse,Private room,2,1,Real Bed,strict,TRUE,Chicago,t,t,100%,f,6/27/16,41.80394408,-87.60391624,4,93,60615,1,1,55
2404519,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/10/17,40.76284003,-73.9902061,57,97,10019,1,2,175
557213,Other,Private room,2,1,Real Bed,strict,TRUE,Chicago,t,f,100%,f,4/16/17,41.99574379,-87.76231817,9,100,60646,1,1,40
8943358,Apartment,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,f,,t,,40.65324105,-73.95691678,0,NA,11226,1,1,150
16195820,Apartment,Private room,1,1,Real Bed,moderate,FALSE,Boston,t,t,,f,7/31/17,42.30466711,-71.10676674,1,100,2130,1,1,50
3664439,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,DC,t,t,,f,10/31/16,38.90677311,-77.04943823,20,91,20037,1,1,125
9342219,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,LA,t,t,100%,f,3/26/17,34.10851128,-118.6301783,80,96,90290,1,1,175
12970643,Boutique hotel,Private room,4,1,Real Bed,flexible,TRUE,Chicago,t,f,100%,f,,41.8978554,-87.63655954,0,NA,60610,0,2,288
17314558,Apartment,Entire home/apt,6,1.5,Real Bed,strict,FALSE,SF,t,t,100%,f,8/21/17,37.78000349,-122.454659,20,95,94118,2,3,350
18994026,Apartment,Private room,6,1,Real Bed,strict,TRUE,NYC,t,f,100%,t,10/1/17,40.65371898,-73.8827986,17,87,11208,1,5,120
18960888,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,80%,f,9/7/17,40.77974745,-73.97965405,43,87,10023,1,1,100
20034699,Guesthouse,Entire home/apt,1,1,Real Bed,flexible,FALSE,LA,t,f,,t,,34.01994494,-118.8085407,0,NA,90265,0,1,110
19571227,Apartment,Private room,1,2,Real Bed,strict,FALSE,DC,t,t,,f,,38.91757652,-77.02754958,0,NA,20001,2,2,150
13187006,Apartment,Private room,2,1,Real Bed,flexible,FALSE,DC,t,f,,f,,38.90121597,-77.00171403,0,NA,20002,1,1,300
17351505,House,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,100%,f,8/3/16,33.97835011,-117.8992883,3,87,91748,1,1,35
13449190,House,Entire home/apt,6,2,Real Bed,strict,TRUE,LA,t,t,100%,f,4/5/17,34.12403493,-118.3597459,61,97,90046,2,2,570
18040947,Apartment,Entire home/apt,2,1,Real Bed,moderate,FALSE,NYC,t,f,,f,1/5/17,40.77018433,-73.95946952,23,96,10021,1,1,205
12337836,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,t,100%,f,4/30/17,34.04959904,-118.4680278,17,96,90049,0,2,98
3373030,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/30/17,40.71259011,-73.96636954,32,98,11249,1,1,59
17448734,Apartment,Entire home/apt,3,1,Real Bed,strict,FALSE,DC,t,t,98%,f,,38.87921586,-77.00794825,0,NA,20003,1,1,289
6525271,House,Private room,4,1,Real Bed,moderate,FALSE,NYC,t,t,80%,f,8/15/17,40.68156425,-73.95341855,36,81,11216,1,2,59
1189407,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,,40.78211192,-73.94854504,0,NA,10128,1,1,65
807535,Condominium,Private room,2,1,Real Bed,flexible,FALSE,LA,t,t,,f,,34.12982036,-118.1568221,0,NA,91105,1,2,300
16569236,Apartment,Entire home/apt,5,1,Real Bed,moderate,TRUE,LA,t,t,100%,t,4/19/17,34.0552882,-118.2517428,3,100,90012,1,2,101
936054,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,7/11/17,40.74481072,-74.00148498,16,100,10011,1,1,549
4066099,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,,f,1/4/17,40.80462238,-73.96074118,4,95,10027,1,2,150
19349497,House,Entire home/apt,8,2.5,Real Bed,strict,TRUE,LA,t,t,100%,t,4/19/17,34.17788245,-118.4462141,6,97,91401,4,4,250
14126225,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,NYC,t,f,90%,f,8/6/17,40.72468968,-73.98813308,1,100,10003,1,1,275
14119078,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,t,,f,5/7/17,40.67929211,-73.95036486,3,100,11216,1,1,90
8504704,Apartment,Shared room,1,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,8/26/17,40.76781235,-73.9548837,2,100,10021,1,1,65
15734713,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/25/17,40.72456732,-73.98452962,42,97,10009,1,2,180
5012354,House,Private room,2,2,Real Bed,moderate,TRUE,LA,t,t,100%,f,4/16/17,34.11115519,-118.1947628,15,94,90042,1,1,60
16309770,Townhouse,Private room,1,1,Real Bed,flexible,FALSE,LA,t,f,100%,t,,33.83818827,-118.3762559,0,NA,90277,1,1,75
2065706,Townhouse,Private room,2,1.5,Real Bed,moderate,TRUE,Boston,t,t,100%,f,9/17/17,42.31312607,-71.05296256,1,100,2125,1,1,120
9685844,House,Private room,1,1,Real Bed,flexible,FALSE,LA,t,f,,f,,33.87682762,-118.3595128,0,NA,90260,1,1,50
11718932,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,,f,11/8/16,40.76611169,-73.98468017,5,100,10019,1,2,110
10075415,Apartment,Entire home/apt,4,2,Real Bed,flexible,TRUE,NYC,t,t,,f,1/3/16,40.74338683,-73.99414368,1,80,10011,2,2,500
844240,Apartment,Entire home/apt,3,1,Real Bed,flexible,TRUE,NYC,t,f,,f,,40.75506627,-73.83124299,0,NA,11355,0,2,125
17465159,Apartment,Private room,1,1,Real Bed,flexible,FALSE,LA,f,f,,t,,34.09318329,-118.3532885,0,NA,90046,1,1,200
1476237,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,DC,t,f,99%,f,,38.8879815,-76.99009887,0,NA,20003,1,2,125
1966735,Apartment,Private room,1,NA,Real Bed,flexible,FALSE,NYC,t,t,,f,11/28/13,40.68734321,-73.97400897,1,100,11205,1,1,70
15954457,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,Chicago,t,t,89%,f,11/29/16,41.89743476,-87.6276483,4,100,60654,1,2,165
13434874,House,Entire home/apt,4,1,Real Bed,moderate,TRUE,LA,t,t,100%,t,5/1/17,33.99420688,-118.4385864,69,96,90066,2,2,89
17590481,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,t,96%,f,4/26/17,34.06483054,-118.2998699,13,90,90020,1,2,149
17905479,Apartment,Entire home/apt,7,2,Real Bed,flexible,TRUE,LA,t,t,90%,f,1/3/17,33.93982136,-118.3192388,2,100,90303,2,4,199
5748509,Apartment,Private room,2,1,Real Bed,moderate,TRUE,SF,t,f,,f,,37.77718549,-122.3937705,0,NA,94107,1,1,125
4473239,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,t,9/23/17,40.75214399,-73.85839889,9,84,11368,1,1,40
15803162,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,DC,t,t,100%,f,5/8/17,38.93938396,-76.98934134,81,98,20017,1,2,89
18096626,Apartment,Private room,1,2,Real Bed,flexible,TRUE,Boston,t,f,90%,t,8/15/17,42.35264223,-71.13267105,6,100,2134,1,1,36
2794782,Apartment,Entire home/apt,4,1,Real Bed,strict,FALSE,NYC,t,f,100%,f,,40.67675175,-73.92108928,0,NA,11233,1,1,85
10608275,Loft,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,t,,t,,40.69844033,-73.93741282,0,NA,11206,1,2,175
3563980,Apartment,Private room,3,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,6/3/17,40.70776193,-73.95886418,35,95,11211,1,1,223
14087807,Apartment,Private room,1,1,Real Bed,moderate,TRUE,NYC,t,f,100%,f,1/4/17,40.68272809,-73.94786467,2,60,11216,1,1,55
1352111,Apartment,Private room,4,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/19/17,40.74595608,-73.98678143,10,90,10016,1,1,130
3927356,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,8/14/17,40.80269666,-73.94629406,9,93,10027,1,2,110
8791898,Apartment,Entire home/apt,1,1,Real Bed,moderate,TRUE,SF,t,f,100%,f,8/13/17,37.78552766,-122.478632,7,97,94121,0,1,54
9496474,House,Entire home/apt,8,2,Real Bed,moderate,TRUE,LA,t,f,100%,t,4/17/17,33.87579177,-118.4008472,1,100,90254,2,4,300
992598,Apartment,Private room,1,1,Real Bed,moderate,TRUE,SF,t,t,100%,t,9/25/17,37.78401061,-122.4813525,9,93,94121,1,1,47
2951108,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,Chicago,t,t,100%,t,4/23/17,41.921062,-87.63968143,2,100,60614,1,3,78
26362,Apartment,Private room,2,1,Real Bed,moderate,FALSE,NYC,t,f,,f,,40.70444502,-73.89609518,0,NA,11385,1,1,45
16351140,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/4/17,40.72680675,-73.9934587,5,88,10012,2,4,352
16516883,Guesthouse,Entire home/apt,4,1,Real Bed,flexible,TRUE,LA,t,t,100%,t,4/27/17,33.99838462,-118.475492,13,100,90291,1,2,199
17959492,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,t,,f,,40.67833635,-73.9668489,0,NA,11238,1,1,37
15219128,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,f,100%,t,9/13/17,40.82314591,-73.94035883,75,94,10039,1,1,75
3728303,Apartment,Entire home/apt,5,1,Real Bed,flexible,TRUE,Chicago,t,f,72%,f,,41.88678808,-87.6323973,0,NA,60601,1,2,110
2232762,Apartment,Private room,2,1,Real Bed,flexible,FALSE,LA,t,f,,f,,34.15276703,-118.4616043,0,NA,,1,NA,88
5709818,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,t,9/19/17,40.76108801,-73.99304943,35,98,10036,1,1,140
9716652,House,Entire home/apt,6,2.5,Real Bed,strict,TRUE,LA,t,t,100%,f,3/3/17,34.10684203,-118.391546,55,98,90046,3,4,545
20636966,House,Shared room,2,1,Real Bed,flexible,FALSE,LA,t,f,,f,,33.98488485,-118.0436411,0,NA,90601,1,1,99
15987052,Apartment,Private room,2,1,Real Bed,flexible,TRUE,LA,t,t,,f,,34.15570518,-118.4100341,0,NA,91604,1,1,99
12252035,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,f,,f,,40.77254347,-73.92853038,0,NA,11102,2,2,225
15215153,Other,Entire home/apt,3,1,Real Bed,moderate,TRUE,DC,t,t,100%,f,4/23/17,38.9375566,-77.01960945,10,98,20011,1,1,150
13881317,Apartment,Entire home/apt,2,1,Real Bed,moderate,FALSE,NYC,t,t,,f,9/20/15,40.78977614,-73.94808091,1,80,10029,1,1,220
7707191,House,Private room,2,1,Real Bed,strict,TRUE,Chicago,t,t,100%,f,3/25/17,41.90505963,-87.63722588,49,93,60610,1,1,94
9709799,Apartment,Entire home/apt,4,2,Real Bed,strict,TRUE,NYC,t,t,89%,t,9/4/17,40.69368241,-73.92295107,125,84,11221,1,2,130
20308749,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,t,,f,,40.76229925,-73.95043796,0,NA,10044,1,2,96
3385880,House,Entire home/apt,3,1,Real Bed,strict,TRUE,LA,t,t,100%,f,4/17/17,34.17021494,-118.3612611,12,98,91601,1,2,75
8941317,Apartment,Entire home/apt,4,1,Airbed,flexible,FALSE,Chicago,t,f,67%,f,4/14/17,41.79536985,-87.58279167,19,91,60615,1,2,120
3280233,Apartment,Entire home/apt,3,1,Real Bed,flexible,TRUE,DC,t,t,100%,f,4/12/17,38.91956932,-77.03378947,10,100,20009,1,2,200
12917690,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/17/17,40.76189997,-73.96137357,6,100,10065,1,1,125
15461942,Apartment,Private room,6,1,Real Bed,strict,TRUE,LA,t,t,100%,f,3/29/17,34.01539962,-118.4909614,9,98,90401,1,3,150
11049716,Condominium,Entire home/apt,3,2,Real Bed,moderate,TRUE,NYC,t,f,100%,f,,40.67770233,-73.99125924,0,NA,11231,1,1,155
2337605,Townhouse,Entire home/apt,7,3,Real Bed,strict,TRUE,Chicago,t,t,100%,t,2/6/17,41.89504529,-87.65211073,8,95,60642,3,5,259
6031657,House,Private room,1,1,Real Bed,flexible,FALSE,NYC,t,f,100%,f,9/26/17,40.77644881,-73.90566204,67,92,11105,1,1,32
12303574,Apartment,Entire home/apt,5,2,Real Bed,strict,TRUE,Boston,t,t,100%,f,10/27/16,42.34548442,-71.1020741,3,100,2215,2,2,180
6438239,House,Entire home/apt,3,2,Real Bed,moderate,TRUE,DC,t,t,100%,t,4/17/17,38.90233681,-77.05170882,35,97,20037,2,2,180
9067399,Apartment,Private room,1,1,Real Bed,moderate,FALSE,NYC,t,t,100%,f,,40.72537685,-73.95691494,0,NA,11222,1,2,52
14281824,House,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,t,100%,f,4/20/17,33.98810277,-118.4650755,133,98,90291,1,2,129
13378609,House,Private room,2,1.5,Real Bed,strict,TRUE,NYC,t,t,80%,f,10/17/15,40.73858989,-73.78891318,1,100,11365,1,1,60
14332210,Condominium,Shared room,4,1,Real Bed,strict,TRUE,SF,t,t,100%,f,7/2/17,37.78255349,-122.4439364,90,96,94115,1,3,95
727847,Apartment,Private room,2,1,Real Bed,flexible,FALSE,SF,t,t,,f,4/18/16,37.78836957,-122.4321864,1,100,94115,1,1,325
3686247,House,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,f,84%,t,4/23/17,34.05597377,-118.3112146,21,95,90019,2,2,137
16572173,Apartment,Entire home/apt,5,2,Real Bed,moderate,FALSE,Chicago,t,t,95%,f,4/23/17,41.89541655,-87.62574391,84,98,60611,2,2,275
4667200,Apartment,Shared room,2,1,Airbed,moderate,TRUE,LA,t,t,100%,t,3/14/17,34.06027058,-118.2943219,6,96,90005,1,1,27
14470701,House,Private room,2,2,Real Bed,strict,FALSE,LA,t,t,100%,f,4/16/17,34.11428869,-118.326791,45,95,90068,1,1,69
20363020,House,Private room,1,1,Real Bed,strict,TRUE,Chicago,t,f,100%,f,10/1/16,42.00354922,-87.67380345,12,97,60626,1,1,61
14120620,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,NYC,t,t,100%,t,9/28/17,40.72895868,-73.98523423,11,93,10009,2,3,285
1141298,Apartment,Shared room,1,1,Pull-out Sofa,moderate,FALSE,NYC,t,f,100%,f,9/24/17,40.76298397,-73.98117193,47,91,10019,1,1,129
7264849,Apartment,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,t,100%,t,3/22/17,40.71263815,-73.99892748,2,90,10038,1,1,80
16438719,House,Private room,2,2,Futon,strict,TRUE,NYC,t,t,100%,f,2/15/16,40.68653533,-73.91525238,4,90,11221,1,1,50
1355744,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,t,,f,,40.69619488,-73.99295946,0,NA,11201,1,1,115
12274336,Apartment,Entire home/apt,4,2,Real Bed,moderate,TRUE,NYC,t,t,100%,f,9/20/17,40.71207931,-73.96380399,59,99,11249,2,2,354
20514634,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,,f,8/17/15,40.68213887,-73.96473868,3,93,11238,1,2,95
5413059,House,Entire home/apt,2,1,Real Bed,strict,TRUE,LA,t,t,100%,t,5/1/17,34.1357706,-118.1548468,70,96,91105,1,1,89
10342165,Chalet,Private room,2,1.5,Airbed,moderate,TRUE,NYC,t,t,100%,f,9/29/17,40.69096857,-73.94720643,5,96,11216,1,1,101
14730708,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,t,9/29/17,40.82267403,-73.94677463,11,95,10031,1,1,70
17384568,Apartment,Private room,1,1,Airbed,flexible,FALSE,NYC,t,t,57%,f,8/27/17,40.80714539,-73.94643841,1,100,10027,2,1,48
16441580,Apartment,Entire home/apt,1,1,Real Bed,flexible,FALSE,DC,t,f,,t,12/1/16,38.9304411,-77.0335559,1,80,20010,0,1,87
20895695,Bungalow,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,t,100%,f,4/30/17,34.13751872,-118.3636084,8,100,90068,1,1,149
13884161,House,Private room,3,1,Real Bed,strict,TRUE,NYC,t,f,100%,t,10/1/17,40.76781524,-73.92795566,15,77,11102,1,2,65
3173116,House,Entire home/apt,5,1,Real Bed,strict,TRUE,LA,t,t,100%,f,3/26/17,34.10837651,-118.3695038,29,94,90046,2,2,290
10189846,Apartment,Private room,1,1,Real Bed,moderate,TRUE,NYC,t,f,,f,5/18/17,40.76392771,-73.99124391,5,96,10019,1,1,99
1665388,Apartment,Entire home/apt,3,1,Real Bed,flexible,TRUE,LA,t,t,,f,,34.11079793,-118.2800639,0,NA,90027,1,1,129
7555693,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,Chicago,t,f,100%,f,4/26/17,41.93029666,-87.72232549,142,97,60647,0,1,70
10858959,Apartment,Entire home/apt,4,2.5,Real Bed,moderate,TRUE,SF,t,f,,f,10/11/15,37.7571464,-122.4309578,3,100,94114,2,2,350
19827326,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,f,,f,,40.68476938,-73.96756523,0,NA,,1,1,115
